detected_at,domain,loc,change_type,lastmod,lastmod_prev,first_seen_at,last_seen_at,section,subsection,path_depth,sitemap_source_url
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/barri-segal/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,barri-segal,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/barry-bridges/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,barry-bridges,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/barry-eitel/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,barry-eitel,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/mary-beth-eastman/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,mary-beth-eastman,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/marlese-lessing/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,marlese-lessing,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/mark-kantrowitz/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,mark-kantrowitz,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/mark-hamrick/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,mark-hamrick,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/jenna-lea-kelland/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,jenna-lea-kelland,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/jenna-flannigan/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,jenna-flannigan,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/jeffrey-beal/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,jeffrey-beal,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/benet-j-wilson/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,benet-j-wilson,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/casey-fleming/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,casey-fleming,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/bob-haegele/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,bob-haegele,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/beverly-harzog/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,beverly-harzog,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/bev-oshea/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,bev-oshea,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/beth-deyo/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,beth-deyo,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/beth-braverman/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,beth-braverman,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/bernadette-joy/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,bernadette-joy,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/bents-dulcio/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,bents-dulcio,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/ben-luthi/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,ben-luthi,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/christina-payne/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,christina-payne,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/bill-mcguire/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,bill-mcguire,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/mary-blowers/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,mary-blowers,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/carol-pope/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,carol-pope,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/brooklyn-lowery/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,brooklyn-lowery,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/amy-hoak/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,amy-hoak,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/amy-sims/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,amy-sims,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/ashley-kimler/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,ashley-kimler,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/amy-sorter/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,amy-sorter,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/ashley-hubbard/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,ashley-hubbard,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/ashlee-valentine/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,ashlee-valentine,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/ariana-arghandewal/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,ariana-arghandewal,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/antonio-ruiz-camacho/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,antonio-ruiz-camacho,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/anna-njie-konte/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,anna-njie-konte,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/anna-louise-jackson/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,anna-louise-jackson,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/anna-baluch/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,anna-baluch,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/anjana-vasan/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,anjana-vasan,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/angelica-leicht/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,angelica-leicht,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/angela-watson/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,angela-watson,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/andy-shuman/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,andy-shuman,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/andy-bowen/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,andy-bowen,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/andrew-pentis/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,andrew-pentis,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/aaron-broverman/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,aaron-broverman,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/agnes-gaddis/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,agnes-gaddis,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/aj-dellinger/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,aj-dellinger,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/aja-mcclanahan/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,aja-mcclanahan,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/brittany-wren/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,brittany-wren,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/brittany-howard/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,brittany-howard,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/brian-beers/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,brian-beers,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/brian-baker-cfa/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,brian-baker-cfa,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/ashlyn-brooks/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,ashlyn-brooks,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/ashley-parks/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,ashley-parks,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/ashley-onadele/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,ashley-onadele,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/amy-lieu/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,amy-lieu,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/carly-severino/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,carly-severino,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/amelia-buckley/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,amelia-buckley,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/allyson-johnson/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,allyson-johnson,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/allison-martin/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,allison-martin,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/allie-johnson/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,allie-johnson,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/alice-lesperance/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,alice-lesperance,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/alice-holbrook/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,alice-holbrook,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/alex-gailey/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,alex-gailey,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/alene-laney/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,alene-laney,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/aleksandra-deric/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,aleksandra-deric,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/amanda-garland/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,amanda-garland,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/andrew-dehan/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,andrew-dehan,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/mary-van-keuren/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,mary-van-keuren,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/matt-ryan-webber/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,matt-ryan-webber,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/michelle-wilson/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,michelle-wilson,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/michelle-honeyager/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,michelle-honeyager,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/michelle-clardie/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,michelle-clardie,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/michelle-black/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,michelle-black,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/michele-petry/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,michele-petry,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/olivia-chen/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,olivia-chen,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/peter-g-miller/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,peter-g-miller,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/pippin-wilbers/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,pippin-wilbers,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/poonkulali-thangavelu/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,poonkulali-thangavelu,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/rena-goldman/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,rena-goldman,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/reena-thomas-phd/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,reena-thomas-phd,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/redreyona-walker/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,redreyona-walker,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/rebekah-personius/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,rebekah-personius,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/rebekah-hovey/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,rebekah-hovey,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/rebecca-rosenberg/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,rebecca-rosenberg,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/rebecca-lake/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,rebecca-lake,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/rebecca-betterton/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,rebecca-betterton,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/miranda-marquit/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,miranda-marquit,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/mitch-strohm/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,mitch-strohm,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/moriah-chace/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,moriah-chace,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/liza-carrasquillo/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,liza-carrasquillo,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/julian-dossett/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,julian-dossett,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/julia-carpenter/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,julia-carpenter,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/joy-macarthur/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,joy-macarthur,2,
2025-10-01T03:07:15.677801+00:00,bankrate.com,https://www.bankrate.com/authors/joshua-cox-steib/,modified,2025-09-30T00:00:00-04:00,2025-09-29T00:00:00-04:00,,2025-10-01T03:07:15.677801+00:00,authors,joshua-cox-steib,2,
