domain,url,change_type,fate,status_code,is_redirect,final_url,redirect_count,response_time_ms,section,checked_at,error,has_noindex,has_nofollow,h_etag,h_last_modified,h_content_length,h_content_type,h_cache_control,h_age,h_vary,h_x_robots_tag,h_link,h_x_cache,h_cf_cache_status
nerdwallet.com,https://www.nerdwallet.com/article/finance/hate-to-buy-used-get-over-it,removed,live,200,True,https://www.nerdwallet.com/finance/learn/hate-to-buy-used-get-over-it,1,779,,2025-12-11T12:37:04.952026+00:00,,False,False,,,,text/html; charset=utf-8,public,6969,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-advantage-plan-cost,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-advantage-plan-cost,1,576,,2025-12-11T12:37:31.109609+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/dont-let-friends-derail-finances,removed,live,200,True,https://www.nerdwallet.com/finance/learn/dont-let-friends-derail-finances,1,537,,2025-12-11T12:37:40.837396+00:00,,False,False,,,,text/html; charset=utf-8,public,17083,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/interest-rate-hike-credit-data,removed,live,200,True,https://www.nerdwallet.com/finance/learn/interest-rate-hike-credit-data,1,576,,2025-12-11T12:37:47.199267+00:00,,False,False,,,,text/html; charset=utf-8,public,2973,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/survey-financial-data-breach,removed,live,200,True,https://www.nerdwallet.com/finance/learn/survey-financial-data-breach,1,518,,2025-12-11T12:37:49.315624+00:00,,False,False,,,,text/html; charset=utf-8,public,17362,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/health/coinsurance-vs-copay,removed,live,200,True,https://www.nerdwallet.com/insurance/health/learn/coinsurance-vs-copay,1,696,,2025-12-11T12:37:59.985568+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/hsa-and-medicare,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/hsa-and-medicare,1,558,,2025-12-11T12:38:02.212591+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-part-d-formulary,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-part-d-formulary,1,745,,2025-12-11T12:38:03.686000+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/inflation-reduction-act-medicare,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/inflation-reduction-act-medicare,1,638,,2025-12-11T12:38:06.713425+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/direct-primary-care-medicare,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/direct-primary-care-medicare,1,799,,2025-12-11T12:38:07.853319+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/health/choose-health-insurance,removed,live,200,True,https://www.nerdwallet.com/insurance/health/learn/choose-health-insurance,1,667,,2025-12-11T12:38:10.899883+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/leave-medicare-advantage,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/leave-medicare-advantage,1,782,,2025-12-11T12:38:15.239959+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/data-pandemic-credit-cards,removed,live,200,True,https://www.nerdwallet.com/finance/studies/data-pandemic-credit-cards,1,412,,2025-12-11T12:38:19.358695+00:00,,False,False,,,,text/html; charset=utf-8,public,95,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/drivers-license-enough-domestic-flights,removed,live,200,True,https://www.nerdwallet.com/finance/learn/drivers-license-enough-domestic-flights,1,459,,2025-12-11T12:38:21.101043+00:00,,False,False,,,,text/html; charset=utf-8,public,140,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/credit-scores-alternative-data,removed,live,200,True,https://www.nerdwallet.com/finance/learn/credit-scores-alternative-data,1,494,,2025-12-11T12:38:25.091909+00:00,,False,False,,,,text/html; charset=utf-8,public,123,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/health/how-does-goodrx-work,removed,live,200,True,https://www.nerdwallet.com/insurance/health/learn/how-does-goodrx-work,1,621,,2025-12-11T12:38:27.996711+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/divorce-after-60,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/divorce-after-60,1,648,,2025-12-11T12:38:29.970723+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/health/millions-lose-medicaid-coverage,removed,live,200,True,https://www.nerdwallet.com/insurance/health/learn/millions-lose-medicaid-coverage,1,654,,2025-12-11T12:38:34.898178+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/how-to-use-medicare-gov,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/how-to-use-medicare-gov,1,683,,2025-12-11T12:38:43.723798+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/how-do-i-sign-up-for-medicare,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/how-do-i-sign-up-for-medicare,1,717,,2025-12-11T12:38:49.706004+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-benefits,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-benefits,1,736,,2025-12-11T12:38:52.004275+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/how-much-does-medicare-part-d-cost,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/how-much-does-medicare-part-d-cost,1,827,,2025-12-11T12:38:53.242539+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/retirement-places-overseas,removed,live,200,True,https://www.nerdwallet.com/finance/learn/retirement-places-overseas,1,462,,2025-12-11T12:38:57.454320+00:00,,False,False,,,,text/html; charset=utf-8,public,149,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/3-ways-invest-career-week,removed,live,200,True,https://www.nerdwallet.com/finance/learn/3-ways-invest-career-week,1,454,,2025-12-11T12:39:08.685683+00:00,,False,False,,,,text/html; charset=utf-8,public,157,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/hospital-drops-medicare-advantage,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/hospital-drops-medicare-advantage,1,547,,2025-12-11T12:39:10.416365+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/becoming-an-entrepreneur-starts-with-changing-your-mindset,removed,live,200,True,https://www.nerdwallet.com/finance/learn/becoming-an-entrepreneur-starts-with-changing-your-mindset,1,445,,2025-12-11T12:39:14.354015+00:00,,False,False,,,,text/html; charset=utf-8,public,147,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/cant-afford-medicare,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/cant-afford-medicare,1,524,,2025-12-11T12:39:19.379802+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/health/medical-costs/costs-chronic-condition,removed,live,200,True,https://www.nerdwallet.com/insurance/health/learn/costs-chronic-condition,1,827,,2025-12-11T12:39:21.461841+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/debt-consolidation-disaster,removed,live,200,True,https://www.nerdwallet.com/finance/learn/debt-consolidation-disaster,1,403,,2025-12-11T12:39:27.798548+00:00,,False,False,,,,text/html; charset=utf-8,public,187,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/buy-car-partner,removed,live,200,True,https://www.nerdwallet.com/finance/learn/buy-car-partner,1,430,,2025-12-11T12:39:30.303571+00:00,,False,False,,,,text/html; charset=utf-8,public,186,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/change-medicare-plans,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/change-medicare-plans,1,715,,2025-12-11T12:39:34.249922+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-advantage-plans-how-to-compare,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-advantage-plans-how-to-compare,1,599,,2025-12-11T12:39:37.292188+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/throw-blockbuster-oscars-bash-indie-budget,removed,live,200,True,https://www.nerdwallet.com/finance/learn/throw-blockbuster-oscars-bash-indie-budget,1,721,,2025-12-11T12:39:46.983518+00:00,,False,False,,,,text/html; charset=utf-8,public,6144,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/ditch-phrase-jump-start-financial-plan,removed,live,200,True,https://www.nerdwallet.com/finance/learn/ditch-phrase-jump-start-financial-plan,1,445,,2025-12-11T12:39:49.915583+00:00,,False,False,,,,text/html; charset=utf-8,public,229,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/tax-traps-that-side-hustlers-should-avoid,removed,live,200,True,https://www.nerdwallet.com/finance/learn/tax-traps-that-side-hustlers-should-avoid,1,438,,2025-12-11T12:39:53.848030+00:00,,False,False,,,,text/html; charset=utf-8,public,17644,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/back-to-school-savings-survey,removed,live,200,True,https://www.nerdwallet.com/finance/studies/back-to-school-savings-survey,1,363,,2025-12-11T12:39:54.788373+00:00,,False,False,,,,text/html; charset=utf-8,public,195,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-advantage-open-enrollment,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-advantage-open-enrollment,1,789,,2025-12-11T12:39:55.672981+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/how-to-cancel-medicare-part-b,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/how-to-cancel-medicare-part-b,1,776,,2025-12-11T12:40:01.202548+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/health/obamacare-insurance-cost,removed,live,200,True,https://www.nerdwallet.com/insurance/health/learn/obamacare-insurance-cost,1,634,,2025-12-11T12:40:03.094024+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicaid-spend-down,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicaid-spend-down,1,662,,2025-12-11T12:40:11.189018+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
