domain,url,change_type,fate,status_code,is_redirect,final_url,redirect_count,response_time_ms,section,checked_at,error,has_noindex,has_nofollow,h_etag,h_last_modified,h_content_length,h_content_type,h_cache_control,h_age,h_vary,h_x_robots_tag,h_link,h_x_cache,h_cf_cache_status
nerdwallet.com,https://www.nerdwallet.com/article/finance/3-questions-couples-ask-getting-dog,removed,live,200,True,https://www.nerdwallet.com/finance/learn/3-questions-couples-ask-getting-dog,1,624,,2025-12-12T09:04:28.747372+00:00,,False,False,,,,text/html; charset=utf-8,public,64,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/back-to-school-savings-survey,removed,live,200,True,https://www.nerdwallet.com/finance/studies/back-to-school-savings-survey,1,928,,2025-12-12T09:05:07.692275+00:00,,False,False,,,,text/html; charset=utf-8,public,883,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-open-enrollment,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-open-enrollment,1,766,,2025-12-12T09:05:11.769649+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-extra-help,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-extra-help,1,880,,2025-12-12T09:05:14.714779+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/health/employer-offers-hsa-fsa-whats-difference,removed,live,200,True,https://www.nerdwallet.com/insurance/health/learn/employer-offers-hsa-fsa-whats-difference,1,813,,2025-12-12T09:05:16.096425+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/hate-to-buy-used-get-over-it,removed,live,200,True,https://www.nerdwallet.com/finance/learn/hate-to-buy-used-get-over-it,1,647,,2025-12-12T09:05:19.436568+00:00,,False,False,,,,text/html; charset=utf-8,public,10260,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/becoming-an-entrepreneur-starts-with-changing-your-mindset,removed,live,200,True,https://www.nerdwallet.com/finance/learn/becoming-an-entrepreneur-starts-with-changing-your-mindset,1,659,,2025-12-12T09:05:28.162963+00:00,,False,False,,,,text/html; charset=utf-8,public,123,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/financial-health-study,removed,live,200,True,https://www.nerdwallet.com/finance/learn/financial-health-study,1,717,,2025-12-12T09:05:34.098309+00:00,,False,False,,,,text/html; charset=utf-8,public,908,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/inflation-reduction-act-medicare,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/inflation-reduction-act-medicare,1,834,,2025-12-12T09:05:38.234241+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/big-part-d-changes,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/big-part-d-changes,1,612,,2025-12-12T09:05:42.248094+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-medical-marijuana,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-medical-marijuana,1,776,,2025-12-12T09:05:47.246950+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/can-i-deduct-medicare-costs-on-my-income-tax,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/can-i-deduct-medicare-costs-on-my-income-tax,1,765,,2025-12-12T09:05:48.391763+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/3-ways-invest-career-week,removed,live,200,True,https://www.nerdwallet.com/finance/learn/3-ways-invest-career-week,1,678,,2025-12-12T09:05:53.661137+00:00,,False,False,,,,text/html; charset=utf-8,public,114,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/2025-medicare-and-retirement-report,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/studies/2025-medicare-and-retirement-report,1,610,,2025-12-12T09:06:02.832454+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/leave-medicare-advantage,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/leave-medicare-advantage,1,649,,2025-12-12T09:06:05.836622+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/life/stay-at-home-parents-life-insurance,removed,live,200,True,https://www.nerdwallet.com/insurance/life/learn/stay-at-home-parents-life-insurance,1,713,,2025-12-12T09:06:07.948479+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/survey-financial-data-breach,removed,live,200,True,https://www.nerdwallet.com/finance/learn/survey-financial-data-breach,1,664,,2025-12-12T09:06:11.812591+00:00,,False,False,,,,text/html; charset=utf-8,public,654,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/health/cobra-health-insurance,removed,live,200,True,https://www.nerdwallet.com/insurance/health/learn/cobra-health-insurance,1,1152,,2025-12-12T09:06:24.098909+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-advantage-plan-cost,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-advantage-plan-cost,1,753,,2025-12-12T09:06:26.899881+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/health/health-insurance-open-enrollment,removed,live,200,True,https://www.nerdwallet.com/insurance/health/learn/health-insurance-open-enrollment,1,866,,2025-12-12T09:06:28.118254+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/cost-plus-drugs-medicare,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/cost-plus-drugs-medicare,1,729,,2025-12-12T09:06:31.051195+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/americans-support-medicare-benefits,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/americans-support-medicare-benefits,1,812,,2025-12-12T09:06:34.731138+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/family-vacations-less-than-5000,removed,live,200,True,https://www.nerdwallet.com/finance/learn/family-vacations-less-than-5000,1,636,,2025-12-12T09:06:37.930962+00:00,,False,False,,,,text/html; charset=utf-8,public,3420,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-advantage-open-enrollment,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-advantage-open-enrollment,1,820,,2025-12-12T09:06:39.621054+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/retirement-places-overseas,removed,live,200,True,https://www.nerdwallet.com/finance/learn/retirement-places-overseas,1,707,,2025-12-12T09:06:43.032371+00:00,,False,False,,,,text/html; charset=utf-8,public,108,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/homeowners-insurance-declarations-page,removed,live,200,True,https://www.nerdwallet.com/insurance/homeowners/learn/homeowners-insurance-declarations-page,1,719,,2025-12-12T09:06:44.570260+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/fetch-gear-deals-and-get-your-dogs-tail-a-wagging,removed,live,200,True,https://www.nerdwallet.com/finance/learn/fetch-gear-deals-and-get-your-dogs-tail-a-wagging,1,920,,2025-12-12T09:06:46.003410+00:00,,False,False,,,,text/html; charset=utf-8,public,10136,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/covid-hospital-bills,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/covid-hospital-bills,1,940,,2025-12-12T09:06:47.478982+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/difference-medicare-medicaid,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/difference-medicare-medicaid,1,778,,2025-12-12T09:06:53.760881+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/2019-back-to-school-survey,removed,live,200,True,https://www.nerdwallet.com/finance/studies/2019-back-to-school-survey,1,772,,2025-12-12T09:07:01.084179+00:00,,False,False,,,,text/html; charset=utf-8,public,9444,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/buy-car-partner,removed,live,200,True,https://www.nerdwallet.com/finance/learn/buy-car-partner,1,668,,2025-12-12T09:07:04.736465+00:00,,False,False,,,,text/html; charset=utf-8,public,192,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/good-credit-adopt-child,removed,live,200,True,https://www.nerdwallet.com/finance/learn/good-credit-adopt-child,1,651,,2025-12-12T09:07:08.344202+00:00,,False,False,,,,text/html; charset=utf-8,public,180,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-long-covid,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-long-covid,1,816,,2025-12-12T09:07:10.983703+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/health/high-or-low-deductible-health-insurance-plan,removed,live,200,True,https://www.nerdwallet.com/insurance/health/learn/high-or-low-deductible-health-insurance-plan,1,864,,2025-12-12T09:07:14.074827+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-excess-charges,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-excess-charges,1,702,,2025-12-12T09:07:18.563809+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-for-people-with-disabilities,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-for-people-with-disabilities,1,736,,2025-12-12T09:07:23.357162+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/finance/interest-rate-hike-credit-data,removed,live,200,True,https://www.nerdwallet.com/finance/learn/interest-rate-hike-credit-data,1,785,,2025-12-12T09:07:30.434393+00:00,,False,False,,,,text/html; charset=utf-8,public,4271,Accept-Encoding,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicaid-spend-down,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicaid-spend-down,1,966,,2025-12-12T09:07:35.067172+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-part-d-formulary,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-part-d-formulary,1,692,,2025-12-12T09:07:38.689557+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medically-necessary-medicare,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medically-necessary-medicare,1,782,,2025-12-12T09:07:42.317385+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
