domain,url,change_type,fate,status_code,is_redirect,final_url,redirect_count,response_time_ms,section,checked_at,error,has_noindex,has_nofollow,h_etag,h_last_modified,h_content_length,h_content_type,h_cache_control,h_age,h_vary,h_x_robots_tag,h_link,h_x_cache,h_cf_cache_status
nerdwallet.com,https://www.nerdwallet.com/article/insurance/homeowners-insurance-declarations-page,removed,live,200,True,https://www.nerdwallet.com/insurance/homeowners/learn/homeowners-insurance-declarations-page,1,645,,2025-12-13T09:36:57.318666+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicaid-spend-down,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicaid-spend-down,1,601,,2025-12-13T09:38:45.936825+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/divorce-after-60,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/divorce-after-60,1,592,,2025-12-13T09:38:49.634578+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/hsa-and-medicare,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/hsa-and-medicare,1,636,,2025-12-13T09:38:54.488306+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-excess-charges,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-excess-charges,1,727,,2025-12-13T09:38:57.421841+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/change-medicare-plans,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/change-medicare-plans,1,814,,2025-12-13T09:39:00.785559+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/what-is-the-medicare-irmaa,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/what-is-the-medicare-irmaa,1,663,,2025-12-13T09:39:04.244006+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/health/employer-offers-hsa-fsa-whats-difference,removed,live,200,True,https://www.nerdwallet.com/insurance/health/learn/employer-offers-hsa-fsa-whats-difference,1,655,,2025-12-13T09:39:07.330331+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/how-to-use-medicare-gov,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/how-to-use-medicare-gov,1,638,,2025-12-13T09:39:08.487071+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-advantage-hmo-plan,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-advantage-hmo-plan,1,610,,2025-12-13T09:39:09.613758+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/covid-hospital-bills,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/covid-hospital-bills,1,674,,2025-12-13T09:39:13.952954+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-long-covid,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-long-covid,1,541,,2025-12-13T09:39:19.633935+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-easy-pay,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-easy-pay,1,576,,2025-12-13T09:39:23.846009+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-advantage-plans-how-to-compare,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-advantage-plans-how-to-compare,1,592,,2025-12-13T09:39:26.914696+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/do-i-really-need-supplemental-insurance-with-medicare,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/do-i-really-need-supplemental-insurance-with-medicare,1,624,,2025-12-13T09:39:29.682058+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-medical-marijuana,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-medical-marijuana,1,608,,2025-12-13T09:39:38.484320+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-eligibility,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-eligibility,1,736,,2025-12-13T09:39:40.347405+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/difference-medicare-medicaid,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/difference-medicare-medicaid,1,776,,2025-12-13T09:39:45.209569+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/how-much-does-medicare-part-d-cost,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/how-much-does-medicare-part-d-cost,1,719,,2025-12-13T09:39:46.487332+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/cant-afford-medicare,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/cant-afford-medicare,1,767,,2025-12-13T09:39:54.029759+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-open-enrollment,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-open-enrollment,1,736,,2025-12-13T09:39:57.520278+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-flex-card,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-flex-card,1,767,,2025-12-13T09:40:01.273855+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
nerdwallet.com,https://www.nerdwallet.com/article/insurance/medicare/medicare-extra-help,removed,live,200,True,https://www.nerdwallet.com/insurance/medicare/learn/medicare-extra-help,1,622,,2025-12-13T09:40:04.766432+00:00,,False,False,,,,text/html; charset=utf-8,,,Origin,,,,DYNAMIC
